src,target
15 9,15 3 3 15 9
14 8,8 0 0 0 0 4
11 4,3 17 11 10 4
19 13,45 32 13 19
11 3,3 1 2 2 1 0 2
7 19,19 7
17 17,9 2 0 8
18 16,8 6 18 2 2 14 4
17 18,18 35 29 38 41 3 17
9 9,8 8 1 1
10 6,0 2 2 4 0 6 0
1 18,1 18 19
6 18,8 0 0 0 1 8
8 7,8
2 13,8 0 2 2 6 8 4 6
12 9,12 6
11 20,2 4 2 0 6 2
2 9,6 2 9
17 13,1 3 9 17 5 7 7 1
13 5,6 6 5 7
4 14,4 34 84 54 14 44 74 64 24
12 17,3 3 2 3 0 7 0 2
4 15,37 15 4 48 26
9 9,21 20 11 14 15 17 9
13 10,0 4 2 3 5 1 1
2 4,2 10 4 6
15 18,5 8 2 5
17 19,3 2 3 4
11 2,2 4 4 2
10 11,3 1 1 1 0 2
3 15,15 1 18 33 3 19 35 34
2 7,2 12 7 17
18 16,18 14
7 1,8 9 1 17 7 43 26
20 13,15 6 8 8 6 20 15
12 5,2 12 2 12 19
20 13,20 15 15 6 8 6
16 3,10 16 29 16 10 16 29
4 17,4 10 47 32 8 19 36 30
10 15,3 4 4 5 0 5
20 18,3
15 2,3 3 3 0 3 0 0 0
1 16,1 16
12 20,20 36 12 32 34 6 20 2
16 6,26 26 16 4 16 26 4 16 4
5 9,3 49 11 29 25 23 5 13 37
6 5,0 3 3
7 3,36 13 9 3 10 7 23 45
1 8,1 15 36
15 2,3 3 0
10 9,3 10 4 7 6 5 8 9
15 19,5 9 5 1
18 8,8 22 2 12 18
16 8,16
14 19,2 37 35 19 33 14
8 1,13 1 20 6 8
10 6,0 0 4 6 2 2 0 4
4 14,4 4 0 5
12 6,2 2 5 6 0 6 6 2
12 5,0 6 0 6
1 8,1 15
10 19,19 10
1 8,1 1 8 2 2
9 14,2 3 9 4
20 2,8 0 4 4 2 6 0 6
6 12,18 48 30 6 28 4 30 26 12
9 3,2 7 2 7 2 2 2 7 7
11 14,1 4 5
6 19,19 6
7 5,7 5 6 3 5 4
13 10,0 4 3 1 1
19 13,1 13 11 19 7 5
8 18,8 8 18 28
3 5,1 1 5 5 1
13 1,23 11 1 13 35
7 20,7 22 33 35
17 19,7 1 3 1 3 9 3 1
8 15,22 15 8
7 10,0 1 8 7
6 2,6
11 2,2 11
20 1,18 18 20 39 39 20 20 18
10 3,3 0 6 6
7 13,5 23 37 7 19 43
14 5,9 0 7
13 3,2 1 1 2 3 3 4 1 3
5 1,9 3 5 5 3 9
5 15,15 45 35 20 35 5 40 30 5
20 19,14 18 9 8 12 15 20 6
2 16,4 3 8 7 9 6 2 5
12 10,0 2 8 2 6 12 4 4 10
7 9,9 7
1 19,1
9 3,9 21 3 27 33 3 9 15 39
12 14,22 12 24 28 34 16 40 36
11 20,1 2 1 0
12 15,3 2 5
7 13,13 7 33 20 3
7 11,7 22 29 49 11 26 47 18 23
14 19,14 19 33
14 7,29 7 26 14 27 3 28 21 49
13 14,18 13 36 14 41 27 9 27
19 16,19 16
11 13,11
3 20,9 43 16 25 20 34 3 23 9
16 20,20 6 16 36
14 19,14
4 2,4 0 8 6 7 2 4 8 7
12 11,1
14 10,14
10 19,1 0 9
6 14,8
12 7,12 13 2 13 8 13 2 8 2
10 14,4 2 0 0 4 2 2
18 6,6 24 18
1 20,15 29 1 3 46 39 10
14 4,6 14 36 26 4 16
17 1,1 5 0 2 5 2 1 1 7
1 8,1
11 17,11 35 23 47 41 17 29
12 15,0 8 1
13 6,6 7 3 7 4
16 12,2 4 2 9 1 1 0 3
7 11,15 11 19 7
2 16,2
12 17,25 21 17 13 46 46 29 12 17
9 13,17 21 9 29 13 25
10 9,10 9
4 3,4
17 7,1 1
15 2,5 1 3 4 2 3 2
2 17,2 47 7 32 92 62 77 17
2 12,4 2 6 4
15 13,5 15 9 11 7 13
8 2,8
5 13,18 13 5
9 17,43 17 26 9
11 13,15 21 11
19 15,19 11
14 20,14 26 44 0 12
12 5,12 12 2 19 2
3 17,1 1 5 5
7 16,4 4 7 2 6
20 16,0 0 2 6
9 20,42 31 9 20
3 14,40 24 35 3 8 41 7 25 19
10 3,10 13 29 16 3
1 10,19 46 37 1 28 10
3 8,2 4
17 7,3 7 17
1 12,3 4 3 1 4 2 2
10 10,10
19 20,27 25 31 24 19 30 21
20 3,6
2 6,6 2
16 13,10 16 1
13 5,6 5 5 3 3 5 6 3
14 7,21 28 27 49 14 7 26
18 20,46 18 20 8 38
12 8,4 12 4 4 4 4 8 8
15 9,9 5
6 3,9 33 3 12 21 6 4
11 1,12 1 11
8 15,1 6 4 4 2 0 2
12 1,14 1 13 27 12 41
14 19,14
11 7,7 2 5 1 5 1
3 16,16 29 3
17 13,7 3 3 1 1 4
20 4,76 20 92 44 60 12 28 4
1 14,14 29 1 15
2 5,8 17 20 2
13 6,0 9 9 8 7 0 8
4 13,47 1 27 30 4 17 13 24 25
9 19,19 9 29 9
16 19,0 9 6 0 0
8 1,8
13 4,6 7 3 2 5
8 11,2 0 8 2 0 4 4 8
12 20,4 0 0 4 4 2
12 10,0 2 0 1 2 2 0
7 1,1 26 17 8 7 9
16 12,12 28 18 16 40
6 7,7 7 2 0 6 5 1 6 2
2 20,74 38 56 2 92 20
17 17,1 2 8 9 4 2 0 3
13 3,27 3 13 7 17 37
17 2,8 4 7 3 6 5 9
4 12,12 4 20
10 1,10 8 10 10 19 8 8 19
5 11,5 17 11
7 6,6 5 7 4
8 4,4 4 12 8 8 16 0
19 3,77 3 19 45 13 29 61
1 5,9 1 5
6 7,6 5 2 6 0 7 1 2 7
3 3,3 3 3 3 3 3 3 3
4 14,24 44 14 34 54 4
13 16,13
13 14,13 27 18 14 41
12 4,8 8 4 4 8 4 4
6 3,1 8 1 8 8 1
12 2,2 4 4 2
2 2,16 2 26 2 6 4 10
6 1,6 6 4 11
17 9,5 1 5 7 3 9
9 7,1 13 14 39 9 16 7 23 12
19 19,21 24 27 19 25
14 14,14 14 20 12 42 32 28
20 2,4 0
4 2,6 8 2 4 14
18 14,26 18 2 14 32 24 46 28
8 12,9
13 11,4 3 5 1 5 4 7 6
3 16,3
9 14,3 3 2 4 9
10 14,4 0 2 2 0 2
13 13,5 3 1 1 3 3 3
8 7,2 8 7
15 10,5 5 0
2 20,38 0 46 4 18 10 2 42
2 5,17 38 35 26 8 44 2 20
10 1,10 1 8
15 18,15
8 1,1 8
20 5,10 40 70 5 20 55 25
5 4,5
10 16,22 10
8 15,8 38 9 11 23 15 49 10
5 18,9 5 48 11 33 31 20
20 4,36 20 20 12 12 20 36
12 2,22 12 22 22 8 8 12 12 8
15 4,7 26 15 15 7
17 2,0 6 2 7 7 3 3 4
13 9,7 15 1 11 3 13 9 5
7 6,7 6 19 1 13 32
6 15,6 7 15 21 43 43 43 36 0
10 3,6 6 3 0 6 0
20 7,4 0 1 6 2
15 20,0 0 5 2 1 1 1 2
8 17,6 3 7 1 8 5
15 10,1 0 5 0 5 5 5 0
7 16,1 2 1
14 2,2 36 34 16 18 14 2
5 6,3 0
2 12,22 2 12
4 15,6 5 2 5 1 1 4 0
12 4,20 4 4 12 12
14 11,1 8 14
8 2,2 34 22 12 6 40 8 10
10 7,9 8 3 0 1 2 0 7
1 18,1 35 18
3 3,9 9 9 9 9 9 9
11 7,7 11 43 18 11 18 29 25
9 10,0 9
4 7,4 47 18 7 11 29
8 9,8
8 19,8 8 6 9 4 7
4 3,3 4
4 17,0 7 2 0 2 4 1 1 2
3 19,19 35 3
18 9,1 6 6 2
8 4,8
12 18,12 24
14 19,24 29 14 19 34
19 11,11 30 19
17 17,9 8 2 0
8 1,8 1 20 13 6
16 13,16
19 6,2 1 4 1
11 7,3 9 11 5 3 5 9
13 2,3 2 0 3
20 6,20
11 4,1 0 1 1 1 2 4
16 20,6
9 6,6 15 9
7 19,1 1 9 7 1 3 7
17 16,6 9 2 2 4 7 1
14 15,4 5 2 1
18 1,8 1 1 8 1 8 1
9 2,8 8 1 1 1
8 19,5 1 2 7
12 5,5 2 0
9 17,1 5 7 9 5 1 7 7 7
18 12,2
17 3,2 8 7 8 4 7 3 0
9 10,9 9 9 9 0 0 0 0
20 13,20
20 18,0 8 6 2 0 2 4 3
18 9,18 13 27 9 36 49
14 19,2 0 8 8 6 0 6
1 13,47 33 11 25 1 23 45
4 5,47 9 4 23 14 37 5 10
13 12,13 12 49 10 37 25 12 11
1 2,1 5 2 3
9 12,9 15 24 27 33 42
5 6,16 11 5 10 13 17 7
6 5,1 6 0 1 2 0 4 2
10 3,10
9 7,1 1 3 7 3 5 9 5 7
12 9,9 2
16 18,2 8 8
11 19,19 11 27 35
15 16,2
18 1,18
15 13,15
7 2,2 4 1 4 7
3 6,6 3 9
6 18,1 0 8
10 10,10
10 14,26 22 18 14 10
2 18,8 7 5 6 3 0
6 9,5 4 5
16 10,4 16
15 2,15
3 9,2 2 2 7 2 2 7 7 7
3 5,39 8 5 44 5 3 34 13 21
11 3,11 27 14 29 3 31 48 17
17 13,9 17 5 1 13
16 17,7 6 4 3 7 0 2 3
18 14,18
9 17,25 33 49 17 41 57 9
10 3,45 3 13 29 10 16 24
6 4,4 2 2 6
15 19,5 9
11 12,4 5 2 1 6 7 9 3
13 13,9 7 6 1
1 15,1 15 29
18 10,2 10 18
16 14,5 3 4 2 2
10 3,5 3 4 0 7 1 3 6 2
17 8,1 17 26
8 6,6 8 1 2
14 15,1 0 4 2 5
19 5,9 9 9 19 19 33 19 33
14 15,6 0 4 3 7 5 2 2 1
5 5,7 11 10 5 13
3 18,3
6 15,0 9 9 0
2 9,8 5 2 1 3 0
12 16,9 2 2 9 1
14 17,20 23 17 14
7 20,0 7 7
5 3,1 1 5 3 3 3 3
2 2,42 4 10 2 16 26 6 2
9 1,9 1
10 7,24 7 10 17 41 15
10 18,26 34 50 42 10 18
13 19,43 49 25 13 11 29
20 1,2 1 0 2
10 8,6 8 10
9 17,9 5 1 7 7
15 14,8 13 15 9 12 11 7 10 14
5 9,4
5 13,1 0 7 2 5 9 8 6
8 13,33 13 18 8 38 48
14 2,14 2 10
12 10,10 8 4 0 6 2 2 12
12 17,12 25 29 17 21 46 46
20 4,0 2 0 2 4
20 13,3 0 6 7
2 16,0 2 6 5 2 2 6
5 17,41 17 5 29
18 9,23 9 36 27 12 18 13 49 11
16 3,41 17 19 16 13 4 3 21 22
16 3,29 16 10 29 10 16 16
10 10,0 0 0 0 0 0 0 0
6 13,8 8 8 8 7 7 7 7
2 14,0 4 3 4 2
15 18,7 0 2 7 0 0 7 7
12 15,12 27 15
16 15,31 46 15 27 16
10 2,18 10 10 6
10 15,10 20
9 1,1 9
12 7,8 13 12 13 2 13 8 2 2
9 3,3 9 3 9 15 3 15 9
11 18,9 1
15 7,23 15 15 1 1
18 13,8 1 3 3 4 2
7 4,6 6 4 1 7 0 4
8 8,6 4 6 8
9 20,9 20 29
3 18,3 1 1 8 0
9 20,64 20 31 53 9 75 86 42
6 20,4 6 0 6 6
5 17,39 22 5 11 17 0
15 10,10 15 10 15 0 20 25 5 5
11 6,6 11
6 13,48 12 6 41 20
5 3,1 5 3 1 1 1 3 3 3
14 16,20 24 16 14 22 26 28 18
14 15,15 14
5 3,3 19 11 5 8 49 30
18 1,39 19 18 20 1
17 14,17 11
11 3,48 29 31 17 11 14 3 27
13 11,1 4 6 4 5 3
9 6,9 6 3
12 11,23 34 7 12 39 41 11 48
16 11,11 15 21 38 18 16 27 3
17 13,5 1 17 3 9 13 7
2 20,20 28 10 2 74 92 38 56
9 13,33 41 9 3 17 29
16 1,1 4 5 0 5 6 2
15 3,4 5 5 4
5 14,5
5 8,8 21 13 5 34
15 4,15 26 7 7 15 26 7 15 26
1 9,0 1 0 9
6 2,1
11 10,2 0 2 1 2 1 1 1 0
13 1,1 13
10 16,0 4 0 6 4 6 0 6 6
5 9,13 5 9
19 3,19
16 5,0 1 2 8 9 0
20 4,0 2 6 4 8 2 0 6 4
4 16,14 28 4
20 19,20 19 47 8 39
5 14,14 5
16 4,20 16 4
5 4,4 2 5 3
11 13,19 15 27 17 21 13 23 25 11
20 16,2 20 38 40 28 36 16
2 18,4 8 7 2 7 0 6 8
18 20,0 8 2
13 8,8 13
4 19,9 7 7 8 8 0 6
2 4,4 16 2 6 18 26 10 42 10
5 8,8 5
7 10,21 36 27 10 17 44 7 15
15 19,13 23 9 39 15 35 21 47
11 3,7 3 5 5 7 3
13 17,33 37 13 45 21 7
4 14,18 4 14
19 1,17 19 1
5 10,30 15 35 5
17 8,28 1 8 19 46 17 10 37
17 12,2 0 4
6 12,24 12 6 18 30
16 12,0 4 0 16 8 4 8
19 10,1 19
6 20,26 20 6 22 46 18
14 18,0 6 1 4 4 6 8 4
18 7,18 7
10 15,0 5 6 1
19 10,17 26 26 17 1 19 26 1 1
10 10,12 10
4 3,1 2 3 3 0 1 4 2
10 17,7 1 0 8 1
20 12,12 20
1 19,7 41 3 17 1 45 9 49 37
3 11,3 3 3 3 3 3 3 3
17 14,11 17 14
18 9,8
4 12,2 4
2 10,34 12 6 40 2 22 10
8 16,2 4 1 6 0 8
16 5,5 6 28 17 16
17 16,2
10 7,7 4 5 8 2 10 1
1 17,17 1
6 7,4 2 4
19 7,9 7 7
1 12,1 7 2 3 3 4 2 5 7
14 6,14 6
19 11,19 3 21 13
14 18,0 4 4 4 6 8 6
20 9,20
15 7,1 5 3 1 7 3 3
5 6,1 3 7 9 2 5 6 4 0
9 14,29 9 19 34 14 39 24
8 5,6 0 4 8 4 2
14 8,14
13 13,13
5 13,43 1 19 3 45 5 21
9 3,2 2 7 7 2 7
10 14,2 0 4
5 6,5
3 9,7 7 2 2 2 2 7 2 7
14 16,2 6 4 4 2
15 20,0 0 0 3 0 0
3 10,3 6 0 6 0 6 3
3 18,5 4
9 2,2 6 9 2 0 6 5
17 13,5 7 9 3 13 17 1
19 1,1 9 2
2 11,47 6 10 2 1 24 20 28
17 12,0 2 4
19 10,19 10
9 12,9
18 17,6 6 0 6 0 0 3
19 20,19
10 14,0 4 2 0 4 4 2 0 2
7 20,5 4 1 0
11 16,1 6
19 10,17 1 19 8 26 10
12 18,24 18 12
17 1,3 1 7
12 5,2
2 5,1 0
12 18,2 1
17 3,9 1 7 5 3 5
14 15,29 17 15 14 44 40 23 7
15 19,5 5 9
1 3,3 4
18 8,18 52 12 8 32 22 42 2
8 18,18 44 26 8 14 20
11 6,6 40 23 11 17 19 13 16 3
4 8,20 34 2 12 32 8 36 4
8 19,9 8 7 8
14 1,4 1
16 1,5 5 1 0 2 6
11 6,6 11
6 18,6 16 30
12 7,2 7
17 14,31 17 14 45
4 14,4 3 5 5 4 5 4 0 4
20 13,7 0 2 7 3 4 6
15 12,3 15 6 0 12 9 3 6
1 5,1
5 5,9 2 5 8 4 7 6
10 18,10 18
6 1,7 1 6 8
6 4,6 4
10 4,3 0 7 5 6 2 1 4
2 3,3 34 5 8 13 5 21 2
10 17,17 44 15 1 27 36 10 21
5 3,3 5 1 3 5 5 1 1 5
3 11,3 3 3 3 3 3 3 3 3
1 5,2 4 1 5 0 1 2
6 18,24 16 24 6 18 42 8
18 1,18 35 35 18 16 18 16
3 15,3 13 27
11 9,49 29 11 20 9 28
20 15,5 20 10 15
9 15,33 27 15 39 21 9
4 9,7 9 35 4 13 22
6 13,6 1 32 13 33 19 34
9 14,24 34 14 9 29 19
19 6,6 6 2 0 5 2 9 6
19 16,5 1 10 19 7 13 16 4 2
17 8,6 0 5 8 3 7 1
18 9,0 18
10 16,10 38 18 26 10 42 16 28
3 13,3
10 19,10 28
1 17,1
8 11,14 11 17 8
18 16,0 34 18 16
19 18,2 3 4
14 19,14
10 14,34 10 30 18
2 19,38 4 36 37 2
2 16,2 72 58 44 86 16 30
15 1,5 2 1
12 18,12 18
11 2,20 11 7 11
11 1,21 11 9
9 18,8 4 31 27 13 9
6 15,6 21 36 15
16 18,16 20 24 18 26 28 22
13 16,3 6 3 0 3
13 9,3 9 1 3 3
4 12,3 4 3 2
9 11,9
3 3,3 3 3 3 3 3 3 3 3
19 16,1 4 3 2 0 5
11 20,1 0 2 1
8 9,2 7
20 12,12 12 4 20 4
18 2,6 3 6 3
11 9,1 9 1
6 20,2 2 2 1 0 0
4 15,1 6 2 0 5 1 5 4
4 4,4
13 8,13
8 19,29 24 13 40 46 8 30
5 19,5 19
12 16,32 20 12 44 36
9 2,16 9 9 5 5 5 9 16
3 12,3
12 5,4 5 1 5 2 0 0
18 7,29 18 4 29 4 18 29 18 4
11 15,31 5 19 43 11 35 9 17
20 14,14 20 8
1 15,1
3 18,1 3 8
20 1,39 18 20 20
20 12,2 0 8 2 4 6
5 1,11 1 19 5 23 3 15 7
16 1,14 16 31 16 14 31
11 9,11 9 29 20
2 10,34 10 18 50 42 2 26
2 11,2 4 2
6 13,40 48 41 33 20 6 12
14 4,5 6
13 2,2 15 13
3 5,34 8 13 5 21 39 44 3 5
9 2,9 2
6 8,6 28 22 18 16 10
1 11,5 2 2 3 3 4 1 4 1
4 9,4 29 9 44 14 14 34
10 7,7 10
18 19,20 23 18
13 11,11 13 9
11 15,11
12 6,2 6 6 2 0 5
9 2,8 1 1 1 1 8 8 8
3 13,13 3
11 12,2 1 0
9 10,1 0 2 9
3 12,2 3 0 3
13 2,17 15 2 13
17 12,6 6 8 2 4 2 0 4
5 18,5 18 23
7 19,9 7
1 3,5 4 5 3 4
10 9,0 9 2 5
12 10,12
4 11,6 8 4 5 7 7 5 6 4
17 11,31 5 11 17 19 13 1 7 25
15 12,9 0 3 3 9 15 12 6 6
12 17,12 17 32 22 27
10 10,10 20 30 0 10 30 30
20 9,20
6 7,4 4 4 4 2 4 2 2 2
6 19,5 9 3 1 6 6 2 4
10 11,18 10 16 21 12 15
2 11,2
5 20,5
13 15,1 0 7 9 5 6 1
8 15,2 4 8 4 1 6 2 0
7 4,5 5 1 1 8 1 8 7
7 20,7 22 35 11 33
7 2,33 7 28 2 8 18 3 13 23
11 16,7 8 1 6 1 0 9
16 11,9 0 8 1 7 6 8 7 9
12 12,26 12 23 20 14 24 17 18
7 5,3 6 5 4 6 5 7
9 18,18 45 6 22 39 17 27 9
4 10,20 34 2 26 16 40 4
20 5,0 1
11 14,4 4 2 1 2 1
10 19,10 55 19 73 37 46 64 28 82
8 16,8 1 2 4
6 18,6
6 20,6 6 4 0
1 9,1 1 5 9 3 5 5
11 15,1 3 3 3 5 5 3 1
16 19,34 2 22 16 31 8 49 40
3 12,27 15 3 12
3 3,2 3 3 6 39 15 13 9 24
7 19,7
9 8,7 1 9 4 3
2 18,18 2
10 11,2 0 1 1 2 0 1 0 2
14 11,11 5 14 2 8
15 7,1 30 22 29 7 15
8 13,18 38 48 33 13 8
1 20,1 2 3 4 2 0
9 7,3 3 5 9 1 1
15 14,11 12 14 13 10 15
7 20,59 20 33 7 46
17 4,2 0 1 4 7
9 14,2 9 4
3 5,7 13 3
17 5,3 7 1 3 5 1
20 6,1 2 6 2 4 0
9 16,9 44 28 23 36 7 43 15 1
12 3,15 18 33 12 3
3 6,3
7 16,6 4 7
9 16,5 9 2 6 0 6
11 8,11 5 8
3 13,9 3 3 9 3 9
11 18,8 1 2 1
9 6,6 3 9 0
13 16,13
11 20,31 11 20 1
14 18,14 22
17 10,3 17
14 15,19 14 16 20
17 2,73 3 2 17 58 43 28 13 88
7 8,13 9 7 15 12
3 7,5 3 7 5 3 5
19 5,5 24 19 32 17 35 3 29
2 6,2 10
19 16,1 7 5 19 16 2 13 10 4
13 9,5 11 3 9 1 13 7
13 8,13 3 2 8
6 14,6
13 3,7 7 13 13 23 7 13 23
17 6,27 60 6 16 71 49 5 38 17
9 9,15 20 11 21 17 9 14
14 20,0 2 0 2 8
15 10,0 5
8 9,2 9 8
8 20,18 32 30 8 4
19 18,17 18 19
20 5,4 0 1 0 4 2 6 2
16 18,8 2
2 11,2 4 1
16 8,0 0 16 16 24 24
11 3,11 5 19
14 14,14 14 28
2 5,2 5
3 18,43 13 23 18 33 33 8 28 3
7 1,1 7 8
13 8,7 13 8 12 2 3
2 1,0 2
8 5,8 1 5 5 0 7
18 9,9 27 13 18 36 49
5 1,7 1 6 5
7 6,6 13 19 7
5 9,13 29 5 25
2 14,14 2
17 18,38 3 17 18 41 35
8 13,34 13 21 8
18 14,2 10 18
5 15,5
19 19,19 19 19 19 19 19
18 13,25 19 18 31 13 44
14 20,8 0 0 2 2
4 20,1 8 0 9 0
3 18,3
12 2,0 1 1 0 2 2 2
1 9,49 1 39 15 17 41 47
10 8,44 8 10 18 26
7 1,13 7 5
4 13,5 3 7 2 6
8 12,3 7 8 5 6 9 1 0 2
1 2,2 21 5 13 8 3 1
16 18,16
18 19,19 6 37 18
1 15,1
12 16,1 2 1 6 2 1 2 2 0
16 11,6 1 8 6 8
3 16,3 4 7 6
14 15,3 1 2 0 2
17 7,17 3 27
13 3,4 0 9 5 3 1 6
14 18,2
17 20,4 0 4 2 0 7
2 9,33 9 1 2 31 11 32 20
14 6,4 7 2 6
8 17,8 7
16 7,47 16 38 11 7 2 20 29
11 8,11 5
14 18,5 2 4 7 2
11 14,44 35 29 26 11 47 17
6 13,48 41 20 33 40 12 6
8 1,8
6 15,9
9 2,5 12 9 2
3 11,51 19 43 35 27 59 3 11
10 4,2 16 2 10 2 16 10 10
17 18,35 18 3 17
15 8,1 20 15
5 8,5 13 21 8 34 5
13 17,33 13 21 37
12 14,12
5 13,1 5 6 9 8 2 0 7
20 16,16 20
3 3,9 9 9 9 9 9
10 2,2 10
8 13,13 18 8 28 33 23
16 20,2 2 6 0 0
16 7,7 16
10 12,10
14 8,0 4 0 0 0 0 0 0 8
19 8,9 7 4 8 6
3 12,3 2 2 3 0 3 3 3 0
6 3,0 6 0 6 9
16 15,16 14 11
8 13,1 8 3 2
7 16,2 6 3 7 4 3 4 4
4 13,3 4 7 5 2 5 8 6
10 11,12 10 15
18 4,24 18 52 66 10 38 4
5 5,5 5 5 3 1
1 19,19 1 20 39 9
3 8,3 13 8 28 23 18
8 1,0 0 2 8 2
8 7,6 3 2 8
16 3,3 19 16
8 5,1 8 5 2
3 1,5 1 3 1 3 5 1 3
14 10,6 14 2 6 6 6 2
8 10,1 2 5 5 0 8
17 1,7 3 1
19 2,9 1 1 1 2 2 2 0
5 20,45 30 35 25 20 5
19 15,7 5 5 3 11 7 1 3 19
7 9,6 3
9 2,1 8 8 1 1 8 1
17 16,32 17 16 49 33
17 7,3 7 17
20 15,20
17 20,17
4 10,4 14 10
17 18,0 8 2 7
1 19,1 19
14 6,14 46 26 20 6 18 22
7 13,20 36 13 7 33 3
1 13,1 61 13 49 37 25
3 5,1 5 5 5 1 1
4 19,9 7 8 6 7
11 11,1 3 1 2 4 7 5 8 6
13 3,4 0 9 3
10 9,0 1 1 0 9
15 4,73 62 40 51 18 7 29 15 4
12 20,2 2 0
5 10,25 5 15 10
18 1,8 1 5 2 1 0 6 4 5
8 19,19 46 42 27 19 8 23
8 4,4 8 8 12 0 4
20 13,15 6 8 20
11 19,9 2 3 4 1
6 13,3 3 2 0 4 7 6
20 9,20
20 6,20 6
6 2,6 2 2 2 2 2
10 11,10 11
17 1,3 1 7
16 13,16 10 13
6 7,10 11 8 6 9 7
4 17,6
3 2,2 0 7 3
14 18,32 32 14 0 18 32
16 8,8 6 0 4 4 4
11 14,3 25 39 14 17 37 11 14 20
16 15,14 11 8 16 10
7 17,15 41 7 24 17
15 10,0 5 10 15
11 12,4 4 1 3 0 0 2 2
17 13,5 3 1 8 2 6 7 2 4
8 15,35 14 6 22 43 0 8 42 27
8 20,48 8 28 26 20
20 2,2 0 0 0 2 2
17 16,33 16 32 49 17
11 20,11
12 14,2
1 15,1 16 15
14 20,26 44 50 56 62 38 14 32 20
2 2,6 16 2 18 26 4 2 42 10
2 20,2 38 56 20
17 12,29 17 41 20 12 11
4 20,4 52 32 36 0 20 84 16 68
11 19,9 1 27 11
16 1,2 6 1
1 19,5 9 48 7 19 1 39 20
6 18,24 6 24 32 18 8 42 16
19 17,19 36 17
11 6,11 6
16 6,64 54 34 24 44 6 16 4 14
2 18,28 44 48 2 34 30 32
18 10,14 6 10 2 18
15 9,15 24 9
14 20,0 2 8 2 0
11 11,11 33 11 22
4 13,4 13
13 16,13
19 15,11 7 3 19 3 5 1
13 4,13 4 47 9 38 17 6 21 3
12 13,38 13 1 12 15 13 29 14 25
14 11,14
5 19,3 5 7 1 9
19 13,19 7 13
14 13,3 1 4
5 6,11 5 10 7
11 3,11 19 5 19 11 5
18 10,18 2 6 14 30 22 10
14 2,8 2
7 9,11 17 19 23 7
5 14,9 5 27 0 23
4 17,7 2 1 0 4 2 2 0
1 10,1 19 9 5 23 0 46
3 15,15 18 3
19 10,10 39 29 18 19 7
20 20,22 25 20
1 11,1
8 3,2
15 15,45 30 15 10 15 45 25 15 20
6 13,6
15 18,33 18 30 36 15 27 21 24 39
6 20,6
9 5,7 1 1 1 11 11 9 7
17 1,15 33 33 15 17 15 17 33 17
14 17,2
1 17,1 18 17
15 10,5 15 0 10
18 19,8 9
6 6,3 6
8 16,0 4 6 8 2 4 4 2
11 18,1
10 16,52 34 22 10 16 28 40 46 58
7 16,16 7
1 11,11 1
17 12,17 7 12 2
12 4,4 4 12
12 4,36 12 20 4 16
18 13,18
20 17,7 4 4 0 0 0 3 3
16 3,22 13 21 17 3 41 16 19 4
19 17,9 15 3 7 19
16 5,6 27 16 6 27 16 6 16
6 10,30 14 6 26 38
19 15,7 15 11 19 3
18 4,2 2 7 2 7 7 7
6 6,6 6 6 6 6 6 6 6 6
8 4,8
13 12,13 8 12 7 11 10 9
7 2,1 4 7 2
3 2,2 5 12 3 19 7
10 20,10 40 30 20 10 30 20
12 1,1 12
1 11,1 1
7 12,12 7 17 22
2 4,4 1 6 8 5 4 2 5 6
1 17,1
3 14,2 5 4 3 3
9 3,3 7 1 9 3 1 7
12 2,8 18 58 48 2 38 68 28 12
3 16,16 35 3 19
16 15,16 31 15
17 15,2 5 5 7 7
6 1,2 2 6 1 0 2 1 1
9 10,9 0 0 9 0 9
18 6,6 18
17 8,17 1 26 17 1
10 5,5 5 20 15 10 0 10
7 13,7 43 19 23 37 5 29 41
4 2,8 9
12 5,2 12 16 9 5
13 7,3 8 7
10 15,5 5 4 4 0 5 3 0
7 6,7 4 5 6 3
12 8,8 4 0 12 4
14 16,2 4 2 6 4
7 5,5 1 3 7
20 6,0 6 6 4 6 6 0 0 4
9 19,1 7 1 7
8 6,4 0 2 2 8 4 0 2 4
15 6,21 48 3 12 39 15 30 6
9 13,9
9 9,9 14 11
6 20,2 1 0 2 0
8 14,14 32 38 26 8 20 44
14 8,14 30 2 22 34 16 32 8
10 15,50 35 10 20 15 40 25 30 45
12 11,1 2 2 4 4 1 4 3 3
15 15,2
11 14,17 14 11
7 3,45 36 7 3 10 13 23 9
13 12,11 1 1 7 13 5 2 8
19 14,14 19 33
12 2,2 12 16 14 22 30 26 46
2 11,11 2
10 4,10 2 26 4 20 14 8
10 18,8 1 1 0 0 1 2
20 9,1 2 2 9 0 1 0 1
13 2,13 24 9 9 13 24
18 10,14 18 22 2 2
5 10,5 15
12 20,20 12 32
20 2,20 38 16
16 9,25 34 9 9 16 43 2
10 14,1 0 4
2 12,4 4 0 8 2 6 8 6
1 5,5 2 1
16 13,16
9 10,12 11 9 13 10
11 3,7 5 5 7 3 3
6 13,7 7 8 7 8 7 8
3 3,9 9 9 9 9
13 5,3 6 5
6 13,3 4 6 3
15 6,6 15 21
20 3,0 6 8 2 6 4 0 2
9 20,9 14 31 25
18 10,10 28 18 38
13 13,3 5 3 1
18 14,18 32 14
9 10,27 10 29 48 19 9
13 12,11 37 49 25 12 12 10 13
20 8,0 1 8 6
4 9,39 44 4 9 34 14 29 14 24
3 5,3 3 5 3 1
